eeg_1,eeg_2,eeg_3,eeg_4
784.5055,798.20514,803.44324,739.7802
790.54944,799.81683,803.0403,768.7912
794.17584,798.20514,805.8608,817.1429
789.7436,796.5934,808.68134,825.6044
782.0879,791.3553,801.8315,785.7143
782.8938,796.1905,802.23444,743.4066
785.31134,801.4286,804.2491,758.315
793.36993,803.0403,805.8608,811.0989
800.6227,809.4872,806.26373,829.2308
795.78754,807.8755,803.0403,793.36993
796.1905,808.68134,802.6374,745.0183
801.8315,811.0989,805.4579,758.71796
796.1905,805.8608,809.0842,798.60803
790.9524,803.0403,804.2491,747.8388
799.41394,813.1135,811.0989,817.9487
789.34064,805.05493,802.23444,738.5714
795.78754,811.0989,808.68134,828.8278
794.57874,808.2784,811.0989,792.5641
787.326,801.4286,805.4579,813.1135
785.31134,801.4286,801.8315,789.7436
792.1612,810.293,804.65204,749.45056
793.7729,811.0989,808.68134,741.39197
792.96704,808.2784,807.0696,792.96704
794.57874,805.4579,803.0403,830.0366
794.17584,806.26373,799.011,804.2491
789.34064,803.8461,794.57874,751.06226
787.326,803.0403,799.81683,732.1245
794.57874,803.8461,801.8315,778.86444
800.6227,805.8608,804.2491,820.3663
793.7729,803.44324,802.6374,804.2491
789.34064,800.6227,793.36993,754.2857
797.8022,802.6374,799.81683,736.9597
805.05493,799.011,807.8755,780.4762
803.0403,797.8022,808.68134,824.7985
798.60803,800.6227,805.05493,824.7985
798.60803,796.1905,799.81683,780.4762
799.41394,795.38464,800.2198,744.21246
803.8461,798.20514,805.4579,782.8938
809.4872,800.2198,810.696,833.663
806.26373,799.41394,810.696,830.4396
799.41394,800.2198,809.4872,790.14655
800.6227,809.0842,817.9487,757.50916
796.1905,808.68134,822.7839,780.87915
790.54944,803.8461,810.696,819.9634
800.2198,808.2784,803.0403,828.022
796.5934,816.337,802.23444,792.5641
788.5348,812.71063,802.23444,749.0476
796.1905,813.5165,802.6374,770.40295
796.5934,815.12823,799.81683,822.381
794.17584,808.68134,799.81683,836.08057
792.1612,807.8755,801.02563,801.8315
790.14655,808.68134,801.8315,751.8681
