eeg_1,eeg_2,eeg_3,eeg_4
791.75824,811.50183,807.8755,771.2088
802.6374,816.7399,801.02563,785.7143
804.2491,817.9487,803.0403,784.90845
800.6227,815.9341,801.4286,776.4469
797.3993,815.12823,800.6227,789.7436
802.23444,812.3077,798.60803,801.4286
794.17584,809.0842,793.36993,789.7436
792.5641,814.7253,798.60803,780.07324
800.6227,817.1429,801.8315,790.54944
798.60803,814.3223,798.20514,799.41394
795.38464,817.1429,798.60803,787.72894
792.96704,817.1429,802.23444,781.685
787.72894,811.0989,798.60803,776.8498
790.14655,811.9048,796.99634,776.04395
787.72894,815.5311,798.20514,778.46155
779.2674,813.5165,794.9817,770.80585
779.67035,811.9048,790.9524,773.6264
777.25275,816.337,790.9524,775.2381
767.1795,816.337,793.36993,765.9707
767.5824,811.9048,796.99634,766.3736
767.5824,812.3077,796.5934,771.6117
760.32965,809.89014,798.20514,762.74725
766.77655,812.71063,801.8315,764.35895
780.4762,814.7253,808.68134,782.0879
782.8938,815.5311,807.8755,782.0879
788.93774,821.1722,804.2491,779.67035
802.6374,820.3663,808.68134,790.9524
806.6667,817.9487,811.50183,803.0403
801.4286,820.3663,809.89014,805.05493
803.0403,818.3516,804.2491,809.0842
810.696,821.5751,804.65204,817.1429
817.5458,825.6044,807.0696,815.9341
820.7692,824.7985,805.05493,814.3223
823.1868,825.6044,804.2491,813.5165
816.7399,823.1868,806.6667,808.2784
813.1135,824.7985,805.4579,808.68134
808.68134,822.7839,799.41394,808.2784
803.44324,818.3516,801.4286,796.1905
806.6667,821.978,804.2491,791.75824
805.4579,820.3663,799.81683,791.3553
794.9817,813.1135,799.011,787.72894
783.2967,816.337,802.6374,779.2674
782.0879,818.3516,805.4579,780.87915
781.685,816.7399,802.6374,786.1172
778.86444,819.15753,799.41394,786.1172
776.8498,821.1722,799.81683,782.8938
770.80585,821.5751,797.8022,778.46155
772.4176,814.7253,795.38464,778.46155
772.01465,813.91943,803.0403,782.49084
773.22345,813.5165,807.47253,778.46155
776.04395,816.337,805.8608,774.43225
777.25275,820.3663,809.0842,779.2674
784.90845,817.9487,807.0696,778.46155
793.7729,821.978,806.6667,790.14655
797.3993,826.0073,812.3077,797.8022
800.2198,823.5897,812.3077,788.1319
805.05493,823.5897,812.71063,793.7729
803.0403,821.5751,813.1135,799.81683
801.4286,816.337,809.0842,788.93774
803.8461,817.9487,805.8608,794.57874
800.6227,819.5604,804.2491,796.5934
799.011,817.1429,803.44324,790.54944
798.20514,814.7253,797.8022,780.07324
796.99634,815.5311,799.011,779.67035
794.17584,812.71063,800.6227,782.0879
788.5348,808.2784,796.99634,786.1172
788.1319,807.8755,793.7729,784.10254
786.9231,809.4872,798.20514,782.49084
787.72894,813.5165,793.36993,782.0879
792.1612,815.5311,801.02563,782.0879
792.96704,816.337,803.0403,774.0293
790.9524,814.7253,801.4286,780.4762
786.52014,811.50183,802.23444,784.5055
782.49084,808.68134,805.4579,784.10254
780.87915,805.4579,808.68134,782.8938
776.04395,806.26373,807.8755,770.80585
770.40295,811.0989,808.68134,777.25275
778.86444,809.4872,806.6667,790.54944
786.52014,807.0696,809.4872,785.31134
788.93774,811.0989,813.1135,790.54944
790.14655,812.71063,811.9048,790.9524
794.9817,815.12823,811.9048,786.1172
799.41394,815.5311,805.4579,784.5055
798.60803,815.9341,800.6227,791.75824
799.011,817.1429,807.0696,791.75824
796.5934,813.5165,811.50183,787.326
792.1612,812.3077,808.2784,795.38464
794.57874,809.4872,806.6667,797.8022
797.3993,806.26373,807.8755,792.1612
802.6374,813.1135,812.3077,786.1172
803.8461,814.3223,813.91943,792.5641
796.5934,810.293,808.68134,790.14655
798.60803,812.3077,809.4872,784.10254
794.17584,812.3077,811.0989,779.2674
779.67035,808.2784,807.8755,784.90845
776.04395,806.6667,806.6667,790.9524
770.40295,810.696,808.2784,788.1319
765.56775,809.4872,806.6667,775.64105
772.4176,807.0696,803.44324,776.4469
772.01465,810.293,806.26373,788.1319
763.5531,806.6667,805.4579,786.52014
766.77655,805.05493,808.2784,790.14655
773.22345,807.0696,810.696,786.9231
765.56775,809.4872,808.2784,776.04395
769.59705,809.4872,805.8608,773.22345
779.2674,807.47253,799.81683,775.2381
774.0293,807.47253,797.8022,772.01465
782.0879,815.5311,804.65204,772.4176
793.36993,820.7692,809.0842,786.9231
793.36993,819.15753,805.05493,793.7729
795.78754,818.7546,804.2491,790.9524
790.9524,817.9487,809.4872,790.54944
788.5348,815.5311,808.68134,788.5348
782.49084,813.91943,803.0403,788.1319
779.2674,815.12823,801.02563,775.64105
784.10254,812.71063,795.78754,772.4176
782.0879,813.5165,793.36993,773.22345
782.49084,814.7253,796.5934,776.4469
782.8938,815.5311,803.44324,780.07324
779.2674,815.5311,806.26373,776.04395
775.2381,815.5311,805.05493,772.8205
770.80585,814.7253,803.8461,775.64105
761.9414,812.3077,803.8461,778.86444
755.4945,811.50183,803.8461,777.25275
755.89746,808.68134,796.1905,771.2088
759.5238,807.8755,795.38464,773.22345
756.7033,808.68134,799.81683,774.83514
759.92676,808.68134,800.2198,765.16486
770.80585,809.4872,795.78754,771.2088
774.0293,811.9048,792.96704,778.0586
780.07324,816.7399,796.5934,776.4469
789.34064,818.7546,805.05493,777.6557
788.5348,809.89014,800.2198,774.43225
778.86444,806.26373,793.7729,770.80585
777.6557,811.0989,796.1905,765.9707
786.52014,813.1135,796.99634,775.64105
789.34064,813.91943,796.5934,777.25275
789.34064,809.4872,797.8022,774.43225
789.7436,809.0842,797.8022,781.685
789.34064,812.71063,800.2198,786.9231
792.96704,814.3223,806.6667,795.78754
795.38464,815.9341,807.8755,788.5348
789.7436,815.12823,807.0696,776.4469
784.5055,815.12823,806.6667,784.90845
779.67035,813.5165,807.47253,792.5641
775.2381,812.71063,809.0842,780.87915
773.6264,811.9048,801.4286,773.6264
771.2088,808.68134,793.36993,773.22345
768.3883,807.8755,794.9817,780.07324
765.16486,810.696,802.23444,781.685
760.7326,807.47253,807.8755,778.46155
762.3443,806.6667,805.05493,787.72894
770.40295,811.9048,805.4579,784.5055
771.2088,812.71063,801.8315,775.2381
771.6117,809.89014,794.9817,762.3443
776.8498,808.68134,796.1905,761.9414
777.6557,809.4872,798.20514,782.0879
782.49084,809.89014,803.0403,788.1319
787.326,811.9048,801.02563,782.49084
788.1319,814.3223,799.81683,782.49084
789.34064,812.3077,803.0403,777.25275
790.54944,811.0989,799.81683,774.0293
796.5934,809.4872,799.41394,786.1172
796.5934,807.47253,797.3993,785.7143
801.02563,813.91943,795.78754,788.1319
810.696,822.7839,799.41394,794.9817
809.89014,823.5897,806.26373,794.9817
804.65204,821.978,806.6667,782.8938
798.20514,821.1722,804.65204,786.52014
798.20514,822.7839,805.05493,781.28204
797.8022,813.91943,805.8608,789.7436
795.38464,809.0842,809.4872,790.54944
789.7436,808.68134,809.4872,777.6557
782.0879,810.696,808.68134,778.46155
781.685,811.0989,804.65204,785.7143
779.2674,813.91943,803.44324,779.67035
781.685,815.5311,810.293,784.5055
780.87915,812.71063,810.696,787.72894
781.685,817.1429,809.89014,778.46155
788.5348,814.3223,811.0989,784.5055
786.52014,816.337,811.50183,782.0879
785.7143,816.7399,809.89014,778.86444
779.67035,814.3223,805.8608,777.25275
785.31134,813.1135,800.6227,774.43225
795.78754,814.3223,804.2491,771.6117
797.8022,812.3077,810.293,777.6557
794.17584,807.8755,807.8755,783.2967
793.36993,812.71063,805.05493,788.1319
794.57874,815.9341,806.6667,786.1172
794.57874,810.293,803.8461,792.96704
794.57874,808.2784,801.4286,795.38464
801.4286,810.293,802.6374,784.90845
801.02563,807.47253,799.81683,790.14655
795.38464,811.0989,802.23444,792.96704
795.38464,815.5311,806.6667,791.3553
797.8022,812.3077,807.47253,793.36993
798.20514,815.12823,805.05493,782.8938
796.1905,815.5311,801.4286,771.2088
789.34064,808.68134,804.65204,783.2967
786.1172,811.0989,804.2491,790.54944
784.5055,812.3077,801.02563,788.5348
785.7143,807.8755,801.8315,790.9524
786.1172,811.50183,801.02563,786.9231
780.87915,812.3077,805.05493,784.5055
782.49084,807.8755,803.8461,774.43225
784.10254,809.0842,794.17584,769.59705
784.10254,808.68134,796.1905,775.2381
782.49084,807.8755,805.05493,769.19415
780.4762,807.47253,807.47253,773.22345
780.07324,806.26373,802.23444,780.4762
780.4762,805.8608,798.20514,775.64105
782.49084,808.2784,801.02563,766.3736
784.5055,811.0989,801.8315,780.07324
786.1172,812.71063,798.20514,790.14655
796.5934,812.71063,798.20514,783.69965
798.20514,812.71063,799.011,792.1612
811.50183,813.91943,799.81683,788.1319
801.8315,815.12823,798.60803,783.69965
793.7729,813.91943,799.011,788.1319
816.7399,812.3077,801.8315,789.34064
