eeg_1,eeg_2,eeg_3,eeg_4
787.72894,790.9524,801.4286,801.4286
795.78754,794.57874,796.1905,796.1905
797.8022,801.02563,798.60803,799.41394
792.96704,801.02563,799.41394,798.20514
795.78754,802.23444,794.9817,802.23444
804.65204,803.0403,795.38464,803.8461
807.47253,791.75824,793.36993,795.78754
796.99634,784.90845,788.1319,794.9817
789.34064,785.7143,789.7436,796.5934
784.90845,789.7436,791.75824,789.7436
776.04395,791.75824,792.1612,791.3553
781.685,784.10254,789.7436,792.5641
789.34064,784.5055,785.7143,792.5641
803.0403,789.7436,788.93774,799.011
813.1135,789.34064,790.14655,797.8022
806.6667,789.34064,790.14655,794.9817
793.36993,792.5641,787.72894,799.011
779.2674,792.5641,787.326,792.1612
781.685,794.57874,788.1319,790.54944
791.3553,788.93774,784.90845,793.7729
790.9524,791.3553,782.0879,801.02563
800.6227,802.23444,788.1319,800.6227
792.1612,796.5934,786.1172,815.9341
786.9231,782.49084,789.34064,800.2198
793.36993,790.54944,799.81683,787.72894
792.1612,795.78754,800.2198,791.3553
793.7729,790.14655,792.96704,790.54944
799.81683,794.9817,795.78754,799.41394
806.26373,796.99634,800.6227,806.26373
805.05493,796.1905,800.2198,801.02563
794.9817,796.1905,798.20514,808.2784
791.75824,792.5641,799.81683,809.89014
794.17584,792.5641,801.02563,799.011
790.54944,796.99634,798.60803,799.011
793.7729,799.41394,797.3993,803.0403
809.89014,794.17584,796.99634,811.0989
815.9341,792.1612,793.7729,810.293
797.3993,796.5934,791.75824,798.20514
790.14655,798.20514,798.60803,797.8022
796.99634,796.99634,802.6374,802.6374
795.78754,791.75824,792.96704,788.93774
788.1319,790.9524,786.52014,781.685
791.3553,796.5934,787.326,787.326
807.8755,800.2198,788.5348,787.72894
802.23444,799.011,785.31134,786.52014
793.7729,802.23444,788.5348,780.87915
799.81683,800.6227,790.54944,780.4762
807.0696,788.1319,785.7143,787.72894
807.8755,787.326,783.69965,793.7729
804.2491,800.6227,787.72894,794.57874
797.3993,799.81683,789.34064,790.9524
792.1612,791.75824,784.90845,793.7729
793.36993,789.34064,781.28204,792.1612
795.38464,782.8938,781.685,777.6557
787.326,784.10254,786.9231,777.6557
784.5055,786.1172,788.5348,786.52014
786.52014,785.31134,778.86444,788.93774
780.4762,789.34064,777.25275,786.52014
781.28204,786.1172,784.5055,788.93774
783.69965,781.28204,787.72894,794.9817
794.57874,786.9231,790.9524,792.5641
808.2784,792.1612,794.17584,795.78754
792.96704,790.54944,788.93774,800.2198
768.7912,792.1612,785.31134,799.41394
778.0586,793.7729,787.72894,797.8022
782.49084,791.75824,793.36993,794.9817
778.86444,794.17584,792.5641,784.5055
780.4762,793.7729,789.7436,780.07324
780.07324,792.1612,789.34064,784.90845
