eeg_1,eeg_2,eeg_3,eeg_4
900.9524,881.6117,654.7619,818.7546
890.87915,863.8828,656.3736,757.1062
909.011,878.7912,697.8755,872.3443
923.91943,885.64105,718.022,958.97437
924.3223,893.2967,710.3663,921.0989
912.6374,886.4469,701.0989,844.5421
881.6117,886.4469,703.5165,774.83514
877.1795,879.19415,721.2454,854.21246
901.75824,863.8828,736.1539,946.08057
904.57874,880.0,736.1539,927.9487
886.04395,884.0293,725.6777,844.5421
871.13556,840.10986,714.3956,744.61536
863.0769,811.50183,728.49817,818.3516
868.71796,832.0513,754.2857,940.84247
877.1795,847.3626,772.8205,922.71063
863.8828,837.6923,769.19415,843.3333
855.82416,832.8571,753.8828,746.2271
864.2857,853.4066,761.13556,797.3993
859.0476,893.69965,785.31134,925.5311
853.00366,861.06226,784.90845,905.38464
848.1685,798.60803,762.3443,826.8132
833.2601,808.68134,743.4066,749.0476
834.4689,828.022,758.71796,782.0879
847.76556,840.10986,791.75824,899.7436
852.6007,862.674,803.0403,917.0696
844.1392,820.3663,801.4286,856.2271
828.022,781.28204,780.07324,769.59705
816.337,798.60803,770.80585,756.7033
832.4542,829.6337,794.9817,859.45056
844.5421,855.42126,808.2784,909.011
840.5128,862.27106,799.41394,873.95605
826.4103,817.5458,768.3883,770.0
814.7253,759.12085,747.4359,730.9158
821.978,801.4286,778.86444,849.7802
824.3956,855.82416,814.3223,910.6227
828.022,822.7839,813.1135,881.2088
832.8571,780.07324,788.1319,784.90845
812.71063,758.315,767.98535,725.6777
809.4872,794.57874,791.75824,828.8278
811.50183,822.7839,814.3223,882.01465
809.4872,801.4286,801.02563,853.00366
806.26373,779.2674,767.98535,712.381
823.5897,765.16486,799.81683,796.5934
848.97437,794.57874,830.0366,887.25275
837.28937,798.60803,834.4689,878.3883
813.91943,757.9121,812.3077,805.05493
810.696,771.2088,774.0293,715.2015
812.71063,792.96704,775.2381,782.8938
816.337,802.6374,783.2967,779.2674
828.4249,805.8608,817.9487,893.2967
825.2015,795.78754,801.02563,813.91943
837.6923,799.011,813.91943,889.2674
813.5165,771.2088,785.7143,725.2747
803.0403,775.2381,793.7729,784.5055
814.7253,821.978,823.1868,897.72894
830.0366,815.9341,821.1722,884.0293
818.3516,753.0769,799.41394,813.91943
786.52014,713.9927,770.40295,723.2601
781.685,767.1795,776.8498,771.2088
819.9634,811.50183,808.68134,882.8205
828.8278,788.1319,811.50183,879.19415
796.5934,772.8205,779.67035,729.707
801.02563,780.4762,780.87915,742.6007
809.89014,784.10254,802.6374,859.0476
825.6044,832.0513,829.6337,906.99634
838.9011,839.707,828.4249,864.2857
813.1135,779.2674,796.99634,817.5458
814.3223,792.5641,790.54944,753.0769
819.5604,784.90845,784.10254,739.3773
831.6484,757.1062,795.78754,866.30035
823.5897,777.6557,800.6227,907.8022
815.5311,800.2198,803.8461,839.304
803.0403,770.80585,794.17584,738.1685
795.78754,770.80585,790.14655,729.707
811.50183,796.1905,808.68134,861.06226
825.2015,798.60803,818.7546,904.9817
821.5751,778.46155,814.3223,858.24176
828.8278,791.75824,795.38464,769.59705
816.7399,805.8608,780.87915,733.3333
813.5165,796.5934,803.44324,857.03296
821.1722,784.10254,814.7253,915.05493
826.8132,794.17584,807.8755,871.9414
833.2601,822.7839,801.02563,797.8022
804.2491,785.7143,782.0879,722.4542
804.2491,749.85345,789.7436,797.3993
815.9341,780.87915,807.8755,882.4176
803.0403,781.685,802.6374,853.4066
820.7692,769.59705,779.2674,778.46155
816.337,779.67035,754.68866,727.6923
817.1429,798.20514,780.4762,811.50183
836.08057,829.2308,816.7399,895.7143
819.15753,785.31134,793.7729,840.10986
797.3993,716.4103,761.53845,746.2271
797.3993,736.9597,767.5824,709.5604
805.4579,767.1795,787.72894,799.011
802.6374,782.0879,802.23444,883.6264
800.2198,804.2491,803.8461,859.85345
803.8461,780.87915,798.20514,809.89014
796.5934,748.24176,772.01465,713.1868
801.8315,775.64105,778.0586,752.27106
819.15753,796.99634,807.47253,883.6264
833.663,814.3223,805.05493,898.1319
828.022,834.87177,793.7729,830.4396
810.293,790.9524,785.7143,717.2161
810.696,745.82416,788.1319,748.24176
819.9634,780.07324,809.4872,867.50916
825.6044,834.0659,819.15753,884.83514
823.9927,820.3663,801.8315,823.5897
806.6667,777.6557,775.64105,714.7985
790.54944,741.39197,774.0293,707.9487
811.0989,826.8132,806.6667,880.0
809.4872,782.8938,799.011,832.8571
810.293,780.4762,788.5348,732.52747
811.0989,807.47253,782.8938,707.5458
809.4872,811.0989,801.02563,819.5604
799.41394,787.326,799.011,833.663
807.0696,791.3553,809.89014,873.5531
799.011,773.6264,775.64105,763.1502
803.8461,780.4762,762.3443,713.1868
806.26373,783.2967,802.6374,859.45056
815.12823,785.31134,793.7729,832.0513
827.2161,799.41394,813.1135,898.1319
824.7985,803.44324,808.68134,854.21246
794.57874,774.0293,784.90845,751.06226
778.0586,752.27106,778.46155,693.0403
793.7729,787.72894,802.6374,799.011
803.8461,843.73627,816.337,899.34064
802.23444,844.94507,815.12823,873.5531
797.8022,770.0,821.978,773.22345
801.8315,734.5421,844.1392,703.91943
809.4872,789.7436,871.13556,796.5934
818.3516,807.47253,886.4469,890.07324
825.2015,784.10254,884.83514,875.56775
793.36993,761.9414,857.4359,794.17584
780.4762,755.09155,822.7839,695.05493
811.9048,788.93774,842.9304,777.25275
825.6044,803.8461,872.74725,903.36993
819.5604,802.6374,859.0476,877.98535
804.65204,783.2967,830.4396,798.20514
807.0696,802.6374,815.5311,718.4249
806.26373,797.8022,831.2454,779.2674
792.5641,771.2088,854.21246,896.9231
807.47253,790.14655,854.61536,890.87915
822.381,790.54944,844.94507,813.1135
789.34064,768.7912,808.68134,706.7399
771.2088,769.19415,799.41394,732.9304
794.9817,790.54944,830.84247,863.47986
809.4872,799.41394,836.08057,892.0879
818.3516,807.0696,823.9927,838.0952
785.7143,790.14655,793.36993,724.87177
762.74725,785.7143,770.0,711.1722
793.36993,794.17584,792.96704,844.94507
807.8755,788.93774,810.293,884.83514
811.0989,804.2491,804.65204,826.8132
793.36993,789.7436,784.10254,734.94507
783.69965,777.25275,778.86444,724.0659
806.26373,778.0586,798.60803,842.1245
797.3993,773.22345,802.23444,892.49084
784.90845,774.83514,794.17584,844.5421
786.1172,771.2088,784.10254,750.65936
785.31134,767.1795,776.04395,718.4249
792.1612,795.38464,799.81683,824.7985
804.2491,826.0073,825.6044,888.86444
798.20514,813.5165,815.12823,857.8388
771.6117,754.2857,784.10254,760.32965
763.1502,729.707,766.3736,703.1135
781.28204,760.32965,786.1172,823.1868
800.6227,776.8498,801.4286,894.90845
812.3077,805.8608,807.0696,861.06226
788.93774,796.99634,794.17584,779.2674
765.9707,740.58606,770.80585,697.8755
775.64105,767.5824,788.1319,793.7729
788.93774,809.89014,813.5165,904.9817
805.4579,840.9158,824.3956,892.0879
803.8461,840.10986,806.6667,807.47253
792.5641,788.5348,777.25275,714.3956
808.68134,770.80585,787.72894,791.3553
820.3663,791.3553,815.12823,905.38464
801.8315,807.8755,806.26373,883.6264
802.23444,802.6374,786.52014,814.3223
797.8022,769.19415,770.0,724.87177
795.38464,754.68866,778.86444,751.8681
805.8608,794.57874,810.696,857.8388
799.81683,824.3956,809.0842,862.27106
807.8755,797.3993,795.38464,801.02563
812.71063,778.0586,775.64105,707.9487
823.9927,798.20514,783.69965,749.45056
826.4103,794.57874,808.68134,865.4945
816.7399,760.7326,799.41394,855.0183
826.0073,783.69965,792.5641,813.1135
824.7985,768.7912,782.49084,720.4396
810.293,748.6447,770.80585,717.619
818.3516,784.5055,790.14655,846.9597
826.0073,790.9524,807.0696,880.0
816.337,803.44324,804.2491,840.10986
802.6374,796.99634,788.1319,731.31866
792.5641,765.16486,788.1319,710.7692
819.15753,811.9048,816.7399,834.87177
842.52747,853.8095,828.022,885.2381
815.9341,813.5165,809.89014,853.00366
790.54944,748.24176,775.64105,758.71796
788.93774,716.8132,764.35895,703.91943
801.8315,773.6264,798.60803,834.87177
809.0842,809.89014,809.89014,912.23444
807.0696,770.80585,788.5348,850.58606
801.02563,759.5238,773.6264,765.16486
781.685,759.5238,762.3443,712.381
803.44324,773.6264,786.1172,824.7985
846.1539,788.1319,810.293,901.3553
830.4396,813.1135,810.293,866.7033
803.0403,814.3223,794.57874,791.75824
784.90845,772.4176,765.56775,712.7839
797.8022,769.59705,784.90845,803.0403
813.91943,768.3883,807.8755,895.31134
802.6374,776.04395,801.8315,861.06226
798.60803,791.75824,794.17584,787.326
802.6374,770.0,775.2381,707.9487
800.6227,767.98535,793.36993,792.96704
812.71063,794.9817,816.7399,914.65204
825.6044,803.44324,811.50183,890.87915
806.6667,770.80585,790.9524,789.34064
780.87915,758.71796,762.74725,684.17584
787.72894,790.14655,782.0879,754.2857
802.23444,801.8315,816.7399,890.07324
798.60803,791.3553,813.5165,885.64105
784.10254,764.35895,794.57874,794.57874
774.0293,769.59705,782.0879,719.6337
783.69965,803.44324,788.93774,773.6264
806.26373,787.326,811.9048,871.53845
767.1795,757.9121,803.8461,828.8278
759.5238,744.61536,780.4762,727.6923
771.2088,751.06226,785.7143,732.52747
782.8938,800.6227,821.1722,861.06226
789.34064,834.87177,829.6337,902.1612
799.011,766.3736,819.15753,884.0293
795.38464,794.9817,805.05493,841.7216
787.72894,745.82416,779.2674,740.18317
772.8205,737.3626,773.22345,711.5751
780.4762,762.74725,800.6227,836.08057
811.50183,806.6667,830.84247,905.78754
825.6044,820.7692,830.84247,858.24176
761.9414,759.5238,773.6264,711.1722
793.36993,784.5055,809.4872,836.8865
791.3553,811.0989,824.3956,898.1319
779.2674,795.78754,793.7729,752.27106
789.34064,805.8608,819.5604,875.16486
777.6557,800.2198,807.47253,780.4762
768.7912,784.90845,785.7143,716.0073
788.1319,775.2381,794.9817,830.4396
787.326,769.19415,802.23444,884.0293
786.9231,789.7436,810.293,851.39197
794.9817,786.9231,800.6227,774.43225
786.9231,747.03296,778.86444,695.8608
790.14655,774.43225,804.65204,793.7729
807.47253,803.8461,832.4542,888.46155
813.91943,823.9927,826.4103,849.3773
799.011,821.978,798.20514,778.46155
792.96704,796.1905,790.14655,763.95605
799.81683,763.5531,802.6374,855.42126
799.011,755.09155,789.34064,841.7216
782.8938,805.4579,776.4469,700.293
793.36993,758.315,776.4469,771.6117
